About how long have you been receiving information or resources from community veteran service providers?,Active military members/veterans can thrive in my community:To what extent do you disagree or agree with the following statements:,Approximately how much was your household annual income for the previous year?Â ,Approximately what is your credit score?,Are highly responsive:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,BMI,Community is involved with veterans?,Do you consider your current job a career?,FactorAnalysis0,FactorAnalysis0@FactorAnalysis0,FactorAnalysis1,FactorAnalysis1@FactorAnalysis0,FactorAnalysis1@FactorAnalysis14,FactorAnalysis1@FactorAnalysis4,FactorAnalysis3,FactorAnalysis3@FactorAnalysis1,Has Community Opportunities?,Has Dependable Support?,Has empowered me:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Has helped me feel more fulfilled in my daily life:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Has reliable transportation?,Have assisted me with filing healthcare/benefits claims:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Have connected me to other veterans:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Have connected my family/caregiver to other active military/veteran family members or their caregivers:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Have improved my community's understanding of active military/veterans issues:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,How many are dependents?,How often do you participate in spiritual or religious practices? Â ,How would you rate your level of satisfaction with the education benefits and programs?: Rate the resources you may have received from VA or a community-based program:,I am able to adapt when changes occur:Please indicate how frequently you find each statement below to be truthful to you:,I have the resources I need for my care:To what extent do you disagree or agree with the following statements:,"I tend to bounce back after illness, injury, or other hardships:Please indicate how frequently you find each statement below to be truthful to you:",Number of Deployments:,Organizations in my community provide active military/veterans with the services they need:To what extent do you disagree or agree with the following statements:,"Overall, how satisfied are you withÂ your community's ability to provide information and resources? Please use the scale below to indicate your level of satisfaction.",Owns a car?,Seeking Value,There are opportunities for my family/caregiver  to connect with fellow military/veteran families/caregivers:To what extent do you disagree or agree with the following statements:,There is a strong network of support for active military/veterans in my community:To what extent do you disagree or agree with the following statements:,Veteran serving organizations care deeply about my well being?,"You mentioned earlier you were seeking access to better employment or obtaining employment, how long have you been activelyÂ seekingÂ employment?",Hope Scale Score
1.0,3.0,1.4,1.8,2.0,41.18359846578253,True,1.0,-1.8039263425162946,3.2541502492242156,-0.1609607037149432,1.039794816758451,0.09867275339173744,-0.008211468516667325,-0.7240273823371101,0.8215585198501668,True,True,2.0,2.0,False,2.0,2.0,2.0,3.0,3.0,1.6,2.0,1.0,3.0,0.0,22.2,2.0,1.0,False,22.0,3.0,2.0,True,1.0,19.0
4.8,3.0,5.0,4.0,1.4,56.809588553607256,True,1.0,1.3423555515935153,1.8019184268939306,0.28226771161767855,1.050266281065513,-0.053014773535118166,0.39009085418009737,0.0042672706866494796,0.7707737464916125,True,True,1.6,1.6,True,2.0,2.0,2.0,1.8,1.0,3.0,0.4,4.0,2.0,3.0,1.0,2.0,2.0,True,5.6,2.0,2.0,False,0.6,62.0
1.0,1.0,2.0,1.4,1.0,70.0,True,1.0,-0.3375907967536042,0.1139675460527333,0.9176202884989946,1.0807097469241398,-0.806163536020468,-0.8933698466896074,-1.3958847753748624,0.8518395953916587,True,False,1.0,1.0,False,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,25.4,2.0,2.0,False,10.0,2.0,1.0,True,2.0,25.0
3.4,3.0,5.0,3.0,2.2,65.11257189708046,True,1.0,1.117619763793885,1.2490739364226993,-0.8455348922287955,1.030107588076476,0.056155537509381834,0.3526832447689676,0.28591736803652545,0.7424242420049901,True,True,2.0,2.4,True,2.4,2.6,2.4,2.4,4.0,4.0,1.8,3.0,2.0,4.0,3.0,2.8,3.0,True,4.4,2.8,2.8,True,0.4,57.0
4.2,2.0,2.0,1.0,2.2,70.0,False,1.0,1.0701826518930546,1.1452909084128509,0.20022676461523373,1.047931711017361,0.04437447627714734,0.47442830437887945,-0.6689978941855587,0.8185205392639427,True,True,2.2,2.4,True,2.6,2.2,2.4,2.2,0.0,2.2,2.0,3.0,2.0,2.0,105.4,2.0,2.8,True,6.0,2.0,2.2,True,0.0,49.0
5.0,1.0,2.0,3.4,2.0,63.48475759965344,False,1.0,1.8880493370607503,3.5647302991755385,0.9934617340441936,1.0869993798737536,1.7588007728268178,1.9751501818547461,-0.928706198871421,0.8320177185437412,True,True,1.0,1.0,True,2.0,2.0,1.0,1.0,0.0,2.4,1.2,2.0,2.0,3.0,45.6,2.0,1.0,True,0.4,2.0,2.0,True,0.4,45.0
1.0,3.0,2.0,1.0,2.0,35.765408248267285,True,1.0,-1.4125473910623072,1.9952901319969307,-0.5007377712864276,1.0343148357369474,0.2868669123047456,0.13574017634084912,-0.47225496753659935,0.8067581941210463,True,True,3.0,3.0,False,2.0,2.0,3.0,2.0,2.0,2.6,2.0,2.0,2.0,3.0,82.6,2.0,2.0,False,18.0,2.0,2.0,True,1.0,39.0
1.8,3.0,2.0,1.0,2.2,54.673889735802476,True,1.0,-0.17946662445603248,0.032208269293642594,0.2747654853172617,1.0500433912600722,0.04077753529214411,0.18904810613675524,0.8297785532357264,0.6616127155201288,False,True,2.2,2.4,True,2.4,2.2,2.2,2.2,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.4,True,14.8,1.0,2.0,True,1.8,34.0
1.6,1.4,3.0,2.0,2.0,51.59039558465237,True,1.0,-2.051342162198556,4.208004666413446,1.0569926598495625,1.0930753042932493,-1.1083796429446946,-0.33943798987694146,-0.01027233603849544,0.772068797936325,True,False,1.4,1.4,False,1.4,1.4,1.4,1.8,3.0,2.2,2.0,4.0,1.6,4.0,160.6,1.8,2.2,False,25.0,1.6,1.8,False,2.0,32.0
5.0,3.0,4.0,2.8,2.0,67.33146155757407,True,1.0,1.5893194432357238,2.525936292647111,-0.36264669572677255,1.0363491515338128,0.06039245652788366,0.7438189149336321,0.09419510270181611,0.7624249169635888,True,True,2.4,2.0,True,2.0,2.0,2.0,2.0,1.0,1.8,1.2,3.0,2.0,3.0,102.0,3.0,3.0,True,2.0,2.0,0.0,True,1.0,51.0
5.0,2.8,2.0,0.0,1.0,70.0,True,1.0,0.7341012084870691,0.5389045843021752,-0.06280387485099359,1.0417195158688064,0.058492984848324166,-0.06809067441981351,0.030778015317527184,0.7683741426624137,True,True,2.6,2.6,True,3.0,1.0,1.0,2.4,1.0,2.2,1.0,4.0,2.0,4.0,4.0,2.0,2.0,True,7.6,1.0,2.8,True,0.6,56.0
2.0,3.0,4.0,2.4,3.0,54.589402654984255,True,1.0,-0.04459879618828487,0.001989052621444173,-0.6873533227077853,1.0319020182443952,-0.012388617950334824,-0.7028754694538425,0.5492752197780905,0.7087424952806135,True,True,3.0,3.0,True,2.2,3.0,2.0,3.0,2.0,2.6,1.0,2.0,2.4,3.0,102.2,3.0,2.0,True,13.0,2.4,2.0,True,1.0,50.0
1.0,2.4,5.0,3.0,1.8,63.391422933304725,True,1.0,-0.6320201976242098,0.3994495302049452,-0.4381952850527273,1.0352072483644819,-0.03369045320739467,0.21648895074640012,-1.0283039663479754,0.836676037389671,True,True,3.0,2.0,False,3.0,3.0,2.2,2.0,4.0,2.4,1.0,2.0,3.0,2.0,2.4,2.2,2.0,False,13.0,3.0,3.0,True,1.0,52.0
1.0,3.0,3.0,2.4,2.0,54.7456677014941,True,1.0,-0.8642011497902223,0.7468436272987423,-0.8111020354979206,1.0304807968932874,0.24883211053756887,0.11972890361961523,1.1248216690541286,0.5922050209648684,True,True,2.0,2.0,True,2.0,2.0,2.0,2.0,2.0,1.8,2.0,4.0,3.0,4.0,25.2,3.0,4.0,True,16.0,3.0,3.0,True,0.0,52.0
2.0,1.0,5.0,3.2,1.0,50.94975517198685,False,1.0,-0.42885068856260433,0.18391291308061986,1.2518529384004848,1.118447662590346,-1.4216517308264658,0.6352573575620717,1.7011718482801976,0.3195738314495592,True,True,1.0,1.0,True,1.0,1.0,1.0,2.0,2.0,2.2,2.0,3.0,1.0,3.0,40.8,1.0,2.0,True,18.0,1.0,1.0,False,1.0,23.0
4.0,2.0,3.0,3.4,2.4,68.76950193331405,True,1.0,2.3194233081719693,5.379724482491402,0.07160842973000645,1.0446785787483945,0.0239398274197429,-0.06347132877481317,-0.13933674181621075,0.7829538038648447,True,True,2.2,2.4,True,1.6,2.6,2.4,2.4,1.0,3.4,1.4,3.0,2.0,3.0,16.4,2.4,3.0,True,1.0,2.0,2.0,True,1.0,50.0
1.6,2.2,3.0,0.0,2.6,70.0,True,1.0,0.7468630705046232,0.5578044460835938,0.695953608318705,1.0666305908320022,-1.6562873742448843,1.1107091438159433,-1.6793812802933281,0.8617397808276015,True,False,2.4,1.8,False,1.4,2.0,2.2,2.4,0.0,2.0,0.8,4.0,1.0,3.0,106.6,2.4,2.8,False,8.0,0.0,2.2,True,1.0,30.0
3.0,2.0,5.0,2.8,3.0,15.0,True,1.0,-0.6430695903024697,0.4135384979717862,-0.06704494368377313,1.0416325149608592,-0.04546324099768887,0.03135058094572224,-0.9117041545286001,0.8311958279314917,True,True,2.2,2.0,False,3.0,2.0,1.0,3.0,2.0,1.8,1.0,2.0,1.8,2.0,112.0,2.0,3.0,False,14.0,2.0,3.0,True,0.0,32.0
5.0,2.0,5.0,4.0,2.0,62.0001909604,True,1.0,1.4995269931914192,2.2485812033096986,-0.06803644866491257,1.041612227622639,0.08418223685139568,0.01853036143249982,0.37702460869321186,0.7316902682544026,False,True,1.6,1.8,True,2.0,2.0,2.0,2.0,0.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,True,4.6,2.0,2.0,True,0.6,58.0
1.0,3.0,3.0,1.4,2.0,55.33957780431725,True,1.0,-1.2834749898875786,1.64730804966692,-0.6456228423885794,1.0324116413667528,-0.7407678587422474,0.3044784180897143,-1.0542220124040678,0.837846198135162,True,True,3.0,3.0,False,3.0,3.0,2.0,2.0,3.0,1.8,1.0,1.0,3.0,2.0,143.8,2.0,2.0,False,16.0,2.0,3.0,True,1.0,30.0
3.0,2.0,4.0,2.0,2.0,18.4016076399115,True,1.0,-1.2449283342968187,1.5498465575350515,-0.4271239665659091,1.0353700819745884,-0.24702515379496157,-0.25935102784234837,-1.2894267770843884,0.8477456079645544,True,True,3.0,2.0,False,2.0,3.0,2.0,2.0,4.0,1.4,2.0,3.0,2.0,2.0,148.6,3.0,3.0,False,19.0,3.0,3.0,True,2.0,55.0
5.0,3.0,5.0,2.8,3.0,58.661512857212365,True,1.0,1.0592786536964707,1.1220712661770074,-1.6105458307849947,1.0236688900214577,0.6548435928478014,0.4176423949714981,-0.4895850532278722,0.8078551691128033,True,True,3.0,3.0,True,3.0,3.0,2.4,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,True,2.4,3.0,3.0,True,0.4,55.0
2.0,3.0,3.0,2.0,2.0,37.194189302172454,True,1.0,-0.7768062295973888,0.603427918341311,-0.589171520480935,1.0331275220597118,-0.16781895742349504,0.14656529785752942,-2.0124264751070515,0.8718031625879833,True,True,2.0,3.0,False,3.0,3.0,2.0,3.0,3.0,1.6,1.0,1.0,2.0,2.0,26.0,3.0,2.0,False,12.0,2.0,3.0,True,1.0,37.0
2.0,2.0,4.0,2.4,3.0,57.465798770486586,True,1.0,-0.04595302336555228,0.002111680356434994,-1.0032648649822846,1.028508609008332,0.819002795426789,-1.0596454264176554,0.26070081703903825,0.7452450885528221,True,True,2.2,1.4,True,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,171.2,3.0,3.0,True,12.2,2.4,2.4,True,1.2,47.0
5.0,2.0,4.0,3.0,2.0,70.0,True,1.0,0.16970284102366953,0.028799054251504856,-0.9865117907249857,1.0286703350160717,-0.5156273955740477,0.255156145210247,0.023940764345881237,0.7689978069673911,True,True,2.0,3.0,True,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,120.2,3.0,0.0,True,7.0,3.0,2.0,True,0.0,16.0
5.0,3.0,5.0,3.0,3.0,54.87077447056885,True,1.0,1.3916529648086935,1.9366979744608266,-1.3010595559752438,1.0259105654587801,-0.43237550827587784,2.6768564012488945,0.26350756908592277,0.7449341710881554,True,True,3.0,2.4,True,2.0,2.2,2.0,3.0,2.0,2.6,1.8,3.0,3.0,3.0,2.0,3.0,4.0,True,1.6,3.0,3.0,True,0.6,63.0
1.0,2.0,4.0,4.0,3.0,27.51487764514793,True,1.0,0.5777273600121133,0.333768902506566,-1.3848564211616246,1.0252627346752732,-1.1387065775516434,0.31879066181400423,0.13828729059874342,0.7581051999637286,True,True,2.0,3.0,True,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,240.8,2.0,4.0,True,6.6,3.0,3.0,True,0.6,60.0
5.0,2.0,3.0,4.0,1.8,70.0,False,1.0,0.3937498347972946,0.1550389324028968,2.5648989353048917,0.858466755298817,0.8093130398261865,4.438937440361646,1.1331171659076467,0.5898396230777904,True,False,1.0,1.0,True,0.0,1.6,0.0,1.8,4.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,True,16.0,1.0,1.0,False,3.0,29.0
2.0,0.0,2.2,0.0,0.8,70.0,False,1.0,-0.7169848366691314,0.514067256013461,2.3837214079236877,0.7969806912352922,-2.393331391138257,0.9011498787976236,1.3463630964672948,0.5179642857365272,False,False,1.2,1.0,True,1.2,1.6,1.4,1.2,2.0,2.2,0.0,1.0,0.0,1.0,1.0,0.0,3.0,True,19.0,0.0,0.0,False,1.0,8.0
0.0,2.0,3.0,2.0,2.0,22.07197969398362,True,1.0,-1.2677144181449589,1.6070998459726116,0.4046394951512715,1.0542042075246156,-0.38194132666465236,-0.16673662283111113,0.023601285960871653,0.7690286852047132,True,True,2.0,2.0,False,2.0,2.0,2.0,2.0,1.0,1.8,0.0,3.0,2.0,3.0,108.8,2.0,3.0,False,21.0,2.0,2.0,True,1.0,53.0
5.0,2.2,2.0,2.0,2.0,46.499669135309375,False,1.0,0.5145012319564777,0.2647115176847332,0.3241151092797235,1.0515469133101152,0.7297280400504024,-0.2749459676080926,-1.242027915543131,0.8458491205248961,True,True,2.0,2.0,True,1.0,3.0,2.0,2.0,5.0,2.4,1.0,3.0,2.0,4.0,150.0,2.0,2.0,False,5.4,2.0,1.0,True,0.4,45.0
3.0,2.0,4.0,1.0,3.0,70.0,True,1.0,0.45116717960178254,0.2035518239498271,-1.081553572496244,1.027776412158957,0.3126442433295847,0.8288841487730926,0.11057881050212068,0.7608379364307488,True,True,3.0,2.0,True,2.0,2.0,2.0,2.0,2.0,2.4,2.0,4.0,2.0,3.0,3.0,3.0,4.0,True,4.0,2.0,2.0,True,0.0,56.0
0.0,1.0,3.0,2.6,2.0,45.36108524433714,True,1.0,-0.8020780378326198,0.6433291787734254,0.14588221096990792,1.0465011090234724,-0.0812343470098469,0.0157213407627219,-1.029563275112787,0.836733283504433,True,True,3.0,2.0,False,3.0,2.0,2.0,2.0,1.8,2.0,1.0,2.0,2.0,2.0,20.8,2.0,1.0,False,16.0,2.0,2.0,True,2.0,26.0
1.4,1.0,5.0,4.0,2.4,68.76950193331405,True,1.0,0.593551722619682,0.352303647424792,0.41907064157492635,1.0547096530429807,-0.04360402118669186,0.019149960296504863,0.40170187119912254,0.7286271338630652,False,False,2.2,2.0,True,2.2,1.8,1.8,2.4,3.0,2.4,1.0,2.0,2.0,1.0,119.8,2.2,2.6,True,8.0,0.0,2.4,True,0.0,33.0
0.0,1.0,2.0,0.0,3.0,67.04172897967128,True,1.0,-1.0745758205640181,1.1547131941408328,0.11679630269658772,1.0457699647616474,-0.12925598712679257,0.005060079544918622,1.8471206766330974,0.1809037455535965,True,True,2.0,3.0,True,1.0,1.0,2.0,2.0,1.0,2.6,2.0,3.0,1.0,3.0,2.0,1.0,3.0,True,19.0,1.0,2.0,False,1.0,61.0
3.0,2.0,3.0,1.0,2.0,51.515863562786706,True,1.0,-0.9308990913620446,0.8665731182986803,0.3768715496549543,1.0532574609078835,-0.2842620981666368,-0.04035780367900149,-0.3403486936966005,0.7979795361739885,True,True,2.0,2.0,False,2.0,2.0,2.0,2.0,2.0,2.4,2.0,3.0,2.0,1.0,100.8,2.0,3.0,False,18.0,2.0,2.0,True,2.0,42.0
2.0,1.0,3.0,2.0,1.0,15.0,True,1.0,-1.2146572346485875,1.475392197684154,0.4610133572123204,1.056233683318082,-0.3696588561660277,-0.1935882261174813,-1.1691706611556825,0.8428400885195175,True,False,2.0,1.0,False,3.0,2.0,2.0,3.0,2.0,2.2,1.0,2.0,2.0,1.0,119.8,2.0,2.0,False,17.0,3.0,3.0,True,1.0,42.0
1.0,2.0,2.0,1.6,2.0,43.85930582916451,False,1.0,-1.14333513770836,1.3072152371185946,1.471984857445321,1.171155804009307,-1.4793381290572865,-1.605913922295976,-0.9926514759426202,0.8350385099934893,False,False,1.0,2.0,False,2.0,1.0,1.0,2.0,1.0,1.8,1.0,2.0,1.0,2.0,27.6,2.0,2.0,False,15.0,1.0,2.0,False,1.0,28.0
2.0,2.0,2.0,2.4,2.0,56.610839079985396,False,1.0,1.0515595928928225,1.1057775774049186,2.52552736701897,0.848495661442837,3.710244357300178,3.681085295321307,1.1709547565559106,0.5786930326640304,False,True,2.0,1.0,True,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,True,14.8,1.0,0.0,False,0.8,51.0
2.0,3.0,1.0,0.0,2.0,33.966503447991236,True,1.0,-0.7419935209941677,0.5505543851973224,0.14742962753429947,1.0465406620450333,0.06627453053791915,-0.09944927891047814,-1.1294813242263992,0.8411509452870797,True,True,1.0,2.0,False,2.0,2.0,3.0,2.0,4.0,2.4,1.0,2.0,1.0,3.0,21.8,2.0,2.0,False,12.4,2.0,3.0,True,0.4,44.0
2.0,1.0,5.0,2.4,1.0,22.547000044444253,False,1.0,-0.19317542393496612,0.03731674441245388,1.9581648079270226,10.95103036990975,0.5821517729510329,-1.334674505990391,-0.018394563600082563,0.7727858991175542,True,True,1.0,0.0,False,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,6.2,1.0,2.0,False,15.0,0.0,0.0,False,1.0,19.0
5.0,2.0,5.0,3.0,2.0,35.730330156387566,True,1.0,-1.2397377064963888,1.5369495809089262,-0.42110515508994484,1.0354592384245773,-0.3197946039225582,-0.25669395602298817,2.0561621102470626,-0.15675162004758408,True,True,3.0,2.0,True,2.0,2.0,2.0,3.0,2.0,2.4,2.0,3.0,1.0,4.0,50.2,2.0,4.0,True,24.0,2.0,2.0,True,2.0,52.0
1.6,3.0,3.4,4.0,2.4,56.973500409945395,True,1.0,-0.032131444368875064,0.001032429717230113,-0.743432586180005,1.0312418810669413,-0.3688700488237943,0.7173226883639735,-0.848180118711852,0.8280525467699745,True,True,2.0,2.0,False,2.0,2.0,2.2,2.2,2.6,1.8,1.0,2.0,2.0,3.0,1.0,3.0,2.8,False,8.8,2.2,3.0,True,0.8,49.0
2.0,2.0,3.0,2.6,3.0,64.68315005417415,True,1.0,-0.0991477275692145,0.009830271882139177,-0.7774466338139976,1.030854630205015,0.7609601301572527,-0.01621706531034971,0.43471387395008176,0.7244183678088805,True,True,3.0,3.0,True,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,0.0,82.4,3.0,4.0,True,13.0,3.0,2.0,True,0.0,59.0
5.0,3.0,3.6,2.8,2.2,53.39230895560597,True,1.0,0.39651611745780196,0.1572250314038094,0.06594043923942658,1.0445453471105264,-0.0006479345090295588,0.03433742801986207,-0.7312523501360979,0.8219498472949556,True,True,2.0,2.0,True,3.0,2.0,2.0,2.0,4.0,3.2,1.0,2.0,2.0,3.0,1.0,2.0,4.0,False,13.0,2.0,3.0,True,1.0,55.0
1.0,3.0,5.0,2.6,2.0,68.61168669526583,True,1.0,-0.9263504947101665,0.8581252390497702,0.28610801989053214,1.0503811459928214,0.062014535637706064,-0.16790305985444787,-0.5140434142838297,0.8093823322507059,True,True,2.0,2.0,False,2.0,3.0,3.0,3.0,4.0,2.8,1.0,2.0,2.0,1.0,46.6,3.0,3.0,False,21.0,2.0,2.0,True,2.0,36.0
3.0,1.0,3.0,2.0,2.0,25.795197792326185,True,1.0,-1.0523824584406671,1.1075088388336225,0.6145510903792962,1.0626191948151023,0.08028278003015173,-0.37329906574700905,-0.6174520468922559,0.8155795291829233,True,True,2.0,2.0,False,1.2,1.8,2.0,3.0,3.0,1.6,1.0,3.0,2.0,2.0,148.6,1.0,3.0,False,18.0,2.0,1.0,True,2.0,56.0
5.0,2.0,5.0,2.6,1.0,70.0,False,1.0,0.733634087678232,0.5382189746034718,0.7472345218831999,1.0694325989993774,0.03766343074937023,-0.24191870041916388,1.1522480991155504,0.5842785511153598,True,True,1.0,2.0,True,2.0,2.0,2.2,2.0,0.0,2.0,1.0,2.0,3.0,3.0,102.2,1.0,1.0,True,10.0,2.6,1.0,False,0.0,38.0
1.0,2.0,4.0,2.2,3.0,45.5589785503885,True,1.0,-0.7250586742808202,0.5257100811498605,0.016717454111595483,1.0434208832405192,-0.007184032094534399,-0.003455435155348752,-1.1535164388027277,0.8421781668772174,True,True,3.0,1.0,False,2.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3.0,66.0,3.0,3.0,False,14.6,3.0,2.0,True,0.6,32.0
1.0,2.0,4.0,2.6,2.0,59.77979844666667,True,1.0,0.25899221954537394,0.06707696978503917,-0.8498946395768611,1.0300609847359783,-1.4642017756935282,-0.19937383611709544,0.0020966596155969274,0.7709680178270922,True,True,2.0,2.0,True,3.0,2.6,2.0,3.0,4.0,2.8,1.0,2.0,2.0,2.0,2.4,3.0,2.0,True,8.6,2.0,2.0,True,0.6,34.0
4.0,2.0,3.0,2.6,2.0,63.10078606620592,True,1.0,-0.6239916697713306,0.38936560394401326,0.1529302960919661,1.046681809246202,0.0792156342221485,-0.05204550424600603,-0.31832751503309925,0.7964356908603251,True,True,2.6,2.0,False,2.0,1.0,1.0,2.0,4.0,2.6,1.0,2.0,1.0,3.0,3.0,2.0,3.0,False,15.0,2.0,2.0,True,0.0,41.0
1.0,2.0,4.0,2.6,0.0,24.98868258858885,False,1.0,-0.012359987875346628,0.00015276930027871566,2.3005212049989603,0.7463850451274614,-2.408277130695179,-3.064714814202634,-0.0913589462880577,0.7790310602524154,False,False,1.0,1.0,False,0.0,2.0,1.0,0.0,4.0,1.8,1.0,2.0,0.0,3.0,4.6,1.0,3.0,False,12.2,1.0,1.0,False,1.2,22.0
1.0,3.0,4.0,2.2,3.0,54.33955950432534,True,1.0,-1.4948451505642968,2.2345620241655952,-1.0700740782076055,1.0278814123842905,0.7326982556836044,0.32279923707691954,-0.3637224199166999,0.7995927906585857,True,True,3.0,3.0,False,3.0,2.0,3.0,3.0,3.0,2.6,2.0,3.0,3.0,3.0,5.2,3.0,2.0,False,19.0,3.0,3.0,True,1.0,53.0
4.0,2.0,3.0,4.0,2.0,70.0,True,1.0,0.7351960396425455,0.5405132167060834,-0.02653180501507548,1.0424787218069045,-0.010952784537080325,0.021868809882628105,1.1697913527596242,0.579044780343238,True,True,2.6,2.0,True,2.2,2.4,2.2,2.4,2.0,1.6,1.2,3.0,2.0,4.0,4.0,2.0,2.0,True,12.0,2.0,2.0,True,3.0,52.0
1.0,2.4,1.0,2.0,3.0,39.91106778287026,True,1.0,-0.8164514582147643,0.6665929836210149,-0.4305157250819654,1.0353200372043354,0.004731301511050719,-0.26350637798077825,-1.461315134480201,0.854248342385648,True,True,3.0,3.0,False,2.4,2.4,3.0,3.0,3.0,1.8,1.0,2.0,2.4,3.0,103.0,2.4,3.0,False,16.0,2.6,2.8,True,1.0,47.0
3.2,2.0,5.0,4.0,2.2,70.0,True,1.0,2.349073297122957,5.518145355256121,0.19824834508145517,1.0478780875768148,-0.06178638957566565,-0.17568454609458803,-0.06096298911753643,0.7764716143103928,True,True,1.8,2.0,True,2.0,1.8,1.8,2.2,2.0,3.6,2.0,4.0,2.0,3.0,2.0,2.0,2.4,True,1.0,2.0,2.0,True,1.0,58.0
5.0,2.0,4.4,4.0,2.0,61.29455607099731,True,1.0,1.5042304854670985,2.262709353408583,-0.1431835573970383,1.0401301183024316,-0.08316626401131808,-0.30457838372831764,-0.3790549674312668,0.8006371216801452,True,True,2.0,2.0,True,2.0,3.0,2.2,1.8,0.0,3.0,1.0,2.0,3.0,3.0,1.6,3.0,3.0,True,5.4,3.0,2.0,True,0.4,51.0
2.0,1.0,5.0,2.0,1.0,47.92437463552475,True,1.0,-0.3377778185133058,0.11409385467960774,-0.6437587951041935,1.0324347857461527,-0.24899272386792823,-0.0009050008392757606,0.6064467209973162,0.7002329402205335,True,True,2.0,2.0,True,1.0,3.0,2.0,2.6,1.0,2.2,1.0,3.0,3.0,1.0,45.0,2.6,2.0,True,13.0,2.0,3.0,True,1.0,37.0
5.0,0.0,5.0,4.0,0.0,48.45209251272992,True,1.0,0.24450977176204855,0.05978502848712908,1.0212928870485531,1.0895605635827097,-0.19620748512054348,0.6526821203093192,-1.0943752887890463,0.8396263107079905,True,False,2.6,1.0,True,0.0,2.0,0.0,3.0,5.0,1.0,1.2,4.0,3.0,4.0,11.6,0.0,3.0,False,11.0,2.0,0.0,True,0.0,49.0
2.0,3.0,1.0,1.8,2.0,40.991861791999995,True,1.0,-1.2037459726612856,1.4490043666982644,0.3603155207521096,1.0527085595090537,-0.09813499357512148,-0.013577490132687622,-1.144109727578418,0.8417777256884157,True,True,2.0,2.0,False,3.0,1.0,2.0,1.0,1.0,1.6,0.0,3.0,3.0,3.0,105.0,2.8,2.0,False,19.0,3.0,3.0,True,1.0,49.0
2.0,1.0,3.0,2.0,0.0,60.13254544520955,False,1.0,0.11448436663630245,0.013106670204115321,1.625376536121094,1.2480796856918361,0.6391958524354586,2.8605692376429803,-1.9532019014787512,0.8701221123416131,True,False,2.0,1.0,False,1.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,16.6,2.0,2.0,False,14.0,3.0,3.0,False,1.0,29.0
2.0,3.0,5.0,3.0,2.0,48.20406460972471,True,1.0,-0.5268510730390992,0.2775720531624502,-0.73205718736229,1.031373568484937,0.5081743884175348,-0.38622239236206996,1.2735739584270536,0.5451700583360123,True,True,3.0,3.0,True,2.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,150.0,2.0,3.0,True,16.0,3.0,2.0,True,0.0,52.0
4.0,3.0,3.0,2.0,3.0,42.49747688675698,True,1.0,-0.24809940975718206,0.06155331712186213,-0.7222657677570814,1.0314878112251245,-0.3388824886730145,0.1260118294504439,1.434464584915168,0.48034189483213735,True,True,2.0,3.0,True,1.0,3.0,1.0,3.0,3.0,2.8,1.0,3.0,3.0,3.0,79.8,3.0,3.0,True,15.4,3.0,3.0,True,0.4,48.0
4.6,3.0,4.4,0.0,1.6,70.0,False,1.0,1.5628946344858397,2.4426396385046263,0.7965885861956066,1.072361259425178,0.8626731901468311,1.4621349687820857,-0.7403548030262362,0.8224404287217488,True,True,1.8,1.6,True,1.8,1.8,2.2,2.2,1.2,1.0,0.0,4.0,3.0,4.0,4.0,0.0,2.8,True,3.4,0.0,0.0,True,0.4,61.0
3.0,2.0,4.2,4.0,1.0,70.0,False,1.0,2.0222444665166046,4.089472682357027,1.2264150637453037,1.1143773849170917,0.1435368671318958,-0.9041665771650059,0.3981908354971712,0.7290672116597517,True,True,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,2.8,1.2,3.0,2.0,3.0,6.2,2.0,2.0,True,2.6,2.0,1.0,False,0.6,57.0
